"","X","Tip","Ecto_spp","Genus","Plot","Site","Salix.spp","Ind","abund","mean","Phylum","Order","...1","Ecto_ID","Species","Subspecies","Rhizomorph","Foraging_distance","Accession_No","Notes","Tree_site"
"503",241,598,"Tomentella_cf._bryophila","Tomentella",8,"18","PED","18PED3",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PED"
"504",242,599,"Tomentella_cf._bryophila","Tomentella",8,"18","PED","18PED3",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PED"
"505",243,600,"Tomentella_cf._bryophila","Tomentella",8,"18","PED","18PED3",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PED"
"506",245,602,"Tomentella_cf._bryophila","Tomentella",8,"18","PED","18PED3",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PED"
"507",246,604,"Tomentella_cf._bryophila","Tomentella",8,"18","PED","18PED3",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PED"
"508",247,606,"Tomentella_cf._bryophila","Tomentella",8,"18","PED","18PED3",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","18PED"
"509",248,608,"Tomentella_ellisii","Tomentella",8,"18","DIS","18DIS1",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","18DIS"
"510",253,613,"Tomentella2","Tomentella",8,"18","DIS","18DIS1",1,-0.1,"Basidiomycota","Thelephorales",58,"Tomentella sp.","sp.",NA,NA,NA,"KT275673.1","Maybe griseocastanea","18DIS"
"511",259,619,"Tomentella7","Tomentella",8,"18","DIS","18DIS3",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","18DIS"
"512",260,620,"Tomentella7","Tomentella",8,"18","DIS","18DIS3",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","18DIS"
"513",261,621,"Tomentella2","Tomentella",8,"18","DIS","18DIS3",1,-0.1,"Basidiomycota","Thelephorales",58,"Tomentella sp.","sp.",NA,NA,NA,"KT275673.1","Maybe griseocastanea","18DIS"
"514",262,622,"Tomentella7","Tomentella",8,"18","DIS","18DIS3",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","18DIS"
"515",263,623,"Tomentella2","Tomentella",8,"18","DIS","18DIS3",1,-0.1,"Basidiomycota","Thelephorales",58,"Tomentella sp.","sp.",NA,NA,NA,"KT275673.1","Maybe griseocastanea","18DIS"
"516",264,624,"Tomentella2","Tomentella",8,"18","DIS","18DIS3",1,-0.1,"Basidiomycota","Thelephorales",58,"Tomentella sp.","sp.",NA,NA,NA,"KT275673.1","Maybe griseocastanea","18DIS"
"517",265,625,"Tomentella2","Tomentella",8,"18","DIS","18DIS3",1,-0.1,"Basidiomycota","Thelephorales",58,"Tomentella sp.","sp.",NA,NA,NA,"KT275673.1","Maybe griseocastanea","18DIS"
"518",267,634,"Tomentella7","Tomentella",8,"18","DIS","18DIS2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","18DIS"
"519",268,635,"Tomentella7","Tomentella",8,"18","DIS","18DIS2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","18DIS"
"520",269,636,"Tomentella2","Tomentella",8,"18","DIS","18DIS2",1,-0.1,"Basidiomycota","Thelephorales",58,"Tomentella sp.","sp.",NA,NA,NA,"KT275673.1","Maybe griseocastanea","18DIS"
"521",270,637,"Tomentella7","Tomentella",8,"18","DIS","18DIS2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","18DIS"
"522",271,638,"Tomentella7","Tomentella",8,"18","DIS","18DIS2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","18DIS"
"523",272,640,"Thelephora_terristris","Thelephora",8,"18","DIS","18DIS2",1,-0.1,"Basidiomycota","Thelephorales",70,"Thelephora NA",NA,NA,"Y","medium","KT275632.1","rhizomorphs infrequent or abundant","18DIS"
"524",273,641,"Tomentella7","Tomentella",8,"18","DIS","18DIS2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","18DIS"
"525",274,642,"Tomentella7","Tomentella",8,"18","DIS","18DIS2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","18DIS"
"526",275,643,"Tomentella7","Tomentella",10,"19","PED","19PED1",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","19PED"
"527",276,644,"Tomentella7","Tomentella",10,"19","PED","19PED1",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","19PED"
"528",277,645,"Tomentella7","Tomentella",10,"19","PED","19PED1",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","19PED"
"529",278,646,"Tomentella7","Tomentella",10,"19","PED","19PED1",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","19PED"
"530",279,647,"Tomentella_cf._bryophila","Tomentella",10,"19","PED","19PED1",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","19PED"
"531",280,648,"Tomentella_cf._bryophila","Tomentella",10,"19","PED","19PED1",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","19PED"
"532",281,649,"Tomentella7","Tomentella",10,"19","PED","19PED1",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","19PED"
"533",282,650,"Tomentella_cf._bryophila","Tomentella",10,"19","PED","19PED1",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","19PED"
"534",284,652,"Tomentella_cf._bryophila","Tomentella",10,"19","PED","19PED1",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","19PED"
"535",285,653,"Tomentella_cf._bryophila","Tomentella",10,"19","PED","19PED1",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","19PED"
"536",290,659,"Tomentella_ellisii","Tomentella",10,"19","PED","19PED2",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","19PED"
"537",303,680,"Tomentella7","Tomentella",10,"19","PET","19PET1",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","19PET"
"538",306,683,"Tomentella11","Tomentella",10,"19","PET","19PET1",1,-0.1,"Basidiomycota","Thelephorales",71,"Tomentella lammiensis","lammiensis",NA,NA,NA,"KT275633.1","94% similar, also pallidobrunnea, or bryophila","19PET"
"539",309,686,"Tomentella11","Tomentella",10,"19","PET","19PET1",1,-0.1,"Basidiomycota","Thelephorales",71,"Tomentella lammiensis","lammiensis",NA,NA,NA,"KT275633.1","94% similar, also pallidobrunnea, or bryophila","19PET"
"540",313,690,"Tomentella11","Tomentella",10,"19","PET","19PET1",1,-0.1,"Basidiomycota","Thelephorales",71,"Tomentella lammiensis","lammiensis",NA,NA,NA,"KT275633.1","94% similar, also pallidobrunnea, or bryophila","19PET"
"541",314,691,"Tomentella_ellisii","Tomentella",10,"19","PET","19PET2",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","19PET"
"542",315,692,"Tomentella_ellisii","Tomentella",10,"19","PET","19PET2",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","19PET"
"543",316,693,"Tomentella_ellisii","Tomentella",10,"19","PET","19PET2",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","19PET"
"544",317,694,"Tomentella_ellisii","Tomentella",10,"19","PET","19PET2",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","19PET"
"545",318,695,"Tomentella_ellisii","Tomentella",10,"19","PET","19PET2",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","19PET"
"546",319,696,"Tomentella_ellisii","Tomentella",10,"19","PET","19PET2",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","19PET"
"547",320,697,"Tomentella_ellisii","Tomentella",10,"19","PET","19PET2",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","19PET"
"548",321,698,"Tomentella_ellisii","Tomentella",10,"19","PET","19PET2",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","19PET"
"549",322,700,"Tomentella_ellisii","Tomentella",10,"19","PET","19PET2",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","19PET"
"550",323,701,"Tomentella_ellisii","Tomentella",10,"19","PET","19PET2",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","19PET"
"551",324,702,"Tomentella_ellisii","Tomentella",10,"19","PET","19PET2",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","19PET"
"552",326,706,"Tomentella_ellisii","Tomentella",10,"19","PET","19PET3",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","19PET"
"553",331,713,"Tomentella_ellisii","Tomentella",10,"19","PET","19PET3",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","19PET"
"554",349,744,"Tomentella_ellisii","Tomentella",10,"19","CAN","19CAN3",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","19CAN"
"555",356,752,"Tomentella17","Tomentella",9,"40","BEB","40BEB3",1,-0.1,"Basidiomycota","Thelephorales",72,"Tomentella sp.","sp.",NA,NA,NA,"KT275619.1",NA,"40BEB"
"556",368,768,"Tomentella18","Tomentella",9,"40","DIS","40DIS3",1,-0.1,"Basidiomycota","Thelephorales",73,"Tomentella sp.","sp.",NA,NA,NA,"KT275606.1","cross-listed as potential Thelephoracae on blastn megablast search","40DIS"
"557",400,816,"Tomentella17","Tomentella",9,"40","DIS","40DIS2",1,-0.1,"Basidiomycota","Thelephorales",72,"Tomentella sp.","sp.",NA,NA,NA,"KT275619.1",NA,"40DIS"
"558",403,848,"Tomentella13","Tomentella",9,"40","PET","40PET3",1,-0.1,"Basidiomycota","Thelephorales",74,"Tomentella subclavigera","subclavigera",NA,NA,NA,"KT275624.1","89% similar","40PET"
"559",407,858,"Tomentella_ellisii","Tomentella",9,"40","PET","40PET3",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","40PET"
"560",418,872,"Tomentella7","Tomentella",7,"34","CAN","34CAN2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","34CAN"
"561",419,873,"Tomentella7","Tomentella",7,"34","CAN","34CAN2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","34CAN"
"562",420,874,"Tomentella7","Tomentella",7,"34","CAN","34CAN2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","34CAN"
"563",421,875,"Tomentella7","Tomentella",7,"34","CAN","34CAN2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","34CAN"
"564",422,876,"Tomentella7","Tomentella",7,"34","CAN","34CAN2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","34CAN"
"565",423,877,"Tomentella7","Tomentella",7,"34","CAN","34CAN2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","34CAN"
"566",424,878,"Tomentella7","Tomentella",7,"34","CAN","34CAN2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","34CAN"
"567",425,880,"Tomentella7","Tomentella",7,"34","CAN","34CAN2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","34CAN"
"568",426,881,"Tomentella7","Tomentella",7,"34","CAN","34CAN2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","34CAN"
"569",427,882,"Tomentella7","Tomentella",7,"34","CAN","34CAN2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","34CAN"
"570",429,884,"Tomentella7","Tomentella",7,"34","SER","34SER2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","34SER"
"571",435,889,"Tomentella7","Tomentella",7,"34","SER","34SER2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","34SER"
"572",436,890,"Tomentella7","Tomentella",7,"34","SER","34SER2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","34SER"
"573",437,892,"Tomentella7","Tomentella",7,"34","SER","34SER2",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","34SER"
"574",440,895,"Tomentella_cf._bryophila","Tomentella",7,"34","CAN","34CAN1",1,-0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","34CAN"
"575",442,897,"Tomentella3","Tomentella",7,"34","CAN","34CAN1",1,-0.1,"Basidiomycota","Thelephorales",66,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275674.1","97% across 99%","34CAN"
"576",443,898,"Tomentella3","Tomentella",7,"34","CAN","34CAN1",1,-0.1,"Basidiomycota","Thelephorales",66,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275674.1","97% across 99%","34CAN"
"577",455,916,"Tomentella7","Tomentella",7,"34","PET","34PET3",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","34PET"
"578",456,917,"Tomentella7","Tomentella",7,"34","PET","34PET3",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","34PET"
"579",457,918,"Tomentella7","Tomentella",7,"34","PET","34PET3",1,-0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","34PET"
"580",459,920,"Tomentella_ellisii","Tomentella",7,"34","CAN","34CAN3",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","34CAN"
"581",461,922,"Tomentella_ellisii","Tomentella",7,"34","CAN","34CAN3",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","34CAN"
"582",462,924,"Tomentella_ellisii","Tomentella",7,"34","CAN","34CAN3",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","34CAN"
"583",463,925,"Tomentella_ellisii","Tomentella",7,"34","CAN","34CAN3",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","34CAN"
"584",466,928,"Tomentella_ellisii","Tomentella",7,"34","CAN","34CAN3",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","34CAN"
"585",467,929,"Thelephora_terristris","Thelephora",7,"34","CAN","34CAN3",1,-0.1,"Basidiomycota","Thelephorales",70,"Thelephora NA",NA,NA,"Y","medium","KT275632.1","rhizomorphs infrequent or abundant","34CAN"
"586",468,930,"Tomentella_ellisii","Tomentella",7,"34","CAN","34CAN3",1,-0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","34CAN"
"587",475,946,"Tomentella3","Tomentella",7,"34","PET","34PET2",1,-0.1,"Basidiomycota","Thelephorales",66,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275674.1","97% across 99%","34PET"
"588",476,947,"Tomentella3","Tomentella",7,"34","PET","34PET2",1,-0.1,"Basidiomycota","Thelephorales",66,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275674.1","97% across 99%","34PET"
"589",477,948,"Tomentella3","Tomentella",7,"34","PET","34PET2",1,-0.1,"Basidiomycota","Thelephorales",66,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275674.1","97% across 99%","34PET"
"590",478,949,"Tomentella3","Tomentella",7,"34","PET","34PET2",1,-0.1,"Basidiomycota","Thelephorales",66,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275674.1","97% across 99%","34PET"
"591",479,950,"Tomentella3","Tomentella",7,"34","PET","34PET2",1,-0.1,"Basidiomycota","Thelephorales",66,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275674.1","97% across 99%","34PET"
"592",482,991,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED3",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"593",483,992,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED3",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"594",484,994,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED3",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"595",485,996,"Tomentella19","Tomentella",12,"49","PED","49PED3",1,0.1,"Basidiomycota","Thelephorales",75,"Tomentella sp.","sp.",NA,NA,NA,"KT275609.1",NA,"49PED"
"596",486,999,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED3",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"597",487,1000,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED3",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"598",488,1001,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED3",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"599",489,1002,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED3",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"600",490,1003,"Tomentella_ellisii","Tomentella",12,"49","PET","49PET3",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PET"
"601",493,1006,"Tomentella_ellisii","Tomentella",12,"49","PET","49PET3",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PET"
"602",494,1007,"Tomentella_ellisii","Tomentella",12,"49","PET","49PET3",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PET"
"603",495,1008,"Tomentella_ellisii","Tomentella",12,"49","PET","49PET3",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PET"
"604",496,1009,"Tomentella3","Tomentella",12,"49","PET","49PET3",1,0.1,"Basidiomycota","Thelephorales",66,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275674.1","97% across 99%","49PET"
"605",497,1010,"Tomentella3","Tomentella",12,"49","PET","49PET3",1,0.1,"Basidiomycota","Thelephorales",66,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275674.1","97% across 99%","49PET"
"606",498,1011,"Tomentella_ellisii","Tomentella",12,"49","PET","49PET3",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PET"
"607",499,1012,"Tomentella3","Tomentella",12,"49","PET","49PET3",1,0.1,"Basidiomycota","Thelephorales",66,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275674.1","97% across 99%","49PET"
"608",501,1015,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED2",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"609",502,1016,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED2",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"610",503,1017,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED2",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"611",504,1019,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED2",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"612",505,1020,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED2",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"613",506,1021,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED2",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"614",507,1022,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED2",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"615",508,1023,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED2",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"616",509,1024,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED2",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"617",510,1025,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED2",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"618",511,1026,"Tomentella_ellisii","Tomentella",12,"49","PED","49PED2",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PED"
"619",514,1029,"Tomentella_ellisii","Tomentella",12,"49","DIS","49DIS1",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49DIS"
"620",517,1032,"Tomentella7","Tomentella",12,"49","DIS","49DIS1",1,0.1,"Basidiomycota","Thelephorales",67,"Tomentella lilacinogrisea","lilacinogrisea",NA,NA,NA,"KT275665.1","95%  similar","49DIS"
"621",518,1033,"Tomentella_ellisii","Tomentella",12,"49","DIS","49DIS1",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49DIS"
"622",519,1034,"Tomentella3","Tomentella",12,"49","DIS","49DIS1",1,0.1,"Basidiomycota","Thelephorales",66,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275674.1","97% across 99%","49DIS"
"623",520,1035,"Tomentella_cf._bryophila","Tomentella",12,"49","DIS","49DIS1",1,0.1,"Basidiomycota","Thelephorales",69,"Tomentella bryophila","bryophila",NA,NA,NA,"KT275668.1","95% similar, maybe griseomarginata","49DIS"
"624",521,1036,"Tomentella_ellisii","Tomentella",12,"49","DIS","49DIS1",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49DIS"
"625",525,1040,"Tomentella12","Tomentella",12,"49","PET","49PET2",1,0.1,"Basidiomycota","Thelephorales",76,"Tomentella testaceogilva","testaceogilva",NA,NA,NA,"KT275637.1","99% similar","49PET"
"626",529,1044,"Tomentella12","Tomentella",12,"49","PET","49PET2",1,0.1,"Basidiomycota","Thelephorales",76,"Tomentella testaceogilva","testaceogilva",NA,NA,NA,"KT275637.1","99% similar","49PET"
"627",530,1045,"Tomentella12","Tomentella",12,"49","PET","49PET2",1,0.1,"Basidiomycota","Thelephorales",76,"Tomentella testaceogilva","testaceogilva",NA,NA,NA,"KT275637.1","99% similar","49PET"
"628",543,1060,"Tomentella13","Tomentella",12,"49","DIS","49DIS2",1,0.1,"Basidiomycota","Thelephorales",74,"Tomentella subclavigera","subclavigera",NA,NA,NA,"KT275624.1","89% similar","49DIS"
"629",546,1063,"Tomentella_ellisii","Tomentella",12,"49","PET","49PET1",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PET"
"630",547,1064,"Tomentella_ellisii","Tomentella",12,"49","PET","49PET1",1,0.1,"Basidiomycota","Thelephorales",59,"Tomentella NA",NA,NA,NA,NA,"KT275663.1","99% similar","49PET"
